id,text,sent,answer
49,"This man's Secretary of State, Cordell Hull, sent Walt Disney on a tour of South America as part of his Good Neighbor policy",4,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
49,"For 10 points, name this president whose diplomacy in Latin America earned him support during World War II",5,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
50,The number of steps in a procedure named after this mathematician was shown to be bounded by one of its inputs by Antoine Reynaud,0,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
50,"Division with remainder can be defined in integral domains named after this mathematician, which are always principal ideal domains",1,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
50,Consecutive Fibonacci numbers give the worst run time of a procedure named after this mathematician,2,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
50,The coefficients of Bezout's identity can be computed using a version of an algorithm named after this mathematician,3,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
50,"A lemma named after this mathematician states if a prime divides the product of two numbers, it must divide at least one of the two numbers",4,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
50,"For 10 points, name this ancient Greek ""father of geometry"" who wrote The Elements",5,"['Euclidean domains', ""Euclid's lemma"", 'Euclidean', 'extended Euclidean algorithm', 'Euclid', 'Euclidean algorithm']"
51,"It's not the Han, but a queen of this dynasty included the chapter ""Speech and Comportment"" in her Instructions for Women",0,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
51,The first female doctor to attend a ruler of this dynasty was celebrated in the TV show A Jewel in the Palace,1,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
51,"The HMS Flying Fish was used to evacuate soldiers after this dynasty's army began the Imo Incident, which included an assassination attempt on an empress whose death ended the Gabo Reforms",2,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
51,A ruler of this dynasty fled to the Russian ligation after the assassination of an empress who opposed this dynasty's yangban class,3,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
51,This dynasty was forced to accept extraterritoriality in the Treaty of Ganghwa,4,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
51,"For 10 points, Myeongseong was killed by the Japanese before their annexation of which final imperial Korean dynasty?",5,"['Joseon dynasty', 'Joseon', 'Choson', 'Choson dynasty']"
52,"Victoria Fromkin is best known for studying mistakes in this process, whose forms include exchange and addition",0,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,"The interpretation of this process is central to a connectionist model by James McClelland and Jeffrey Elman that analyzed the ""segmentation problem,"" called TRACE",1,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,Children were reprimanded for their imperfections in this process in Mary Tudor and Wendell Johnson's Monster study,2,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,Visual cues can interfere with the perception of this process in the McGurk effect,3,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,"Linguists have studied so-called ""errors"" in this non-memory process, which Freud called ""parapraxis"" when done unconsciously",4,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,People struggle with this process in conditions called apraxia and aphasia,5,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
52,"For 10 points, name this process that may be impeded by stutters or lisps",6,"['speech errors', 'talking', 'speak', 'pronunciation', 'speech processing', 'talk', 'speech perception', 'speech', 'answers such as speaking']"
53,The rate of one of these reactions rapidly increases due to localized increases in viscosity in autoacceleration,0,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,"Heeger, MacDiarmid, and Shirakawa won the 2000 Nobel Prize in Chemistry for the development of types of these reactions that produce conductive organic products",1,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,Telechelic molecules are capable of repeatedly performing these reactions,2,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,"A D-stroke symbolizes dispersity, which characterizes the products of these reactions",3,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,These reactions are living when they lack transfer and termination steps,4,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,These reactions can proceed via a step-growth or chain-growth mechanism,5,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,"Addition and condensation are the two main types of these reactions, which are used to produce PETE and polystyrene",6,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
53,"For 10 points, name these reactions that link together monomers",7,"['free radical polymerization', 'equivalents like making polymers', 'polymer', 'chain-growth polymerization', 'polymerization', 'step-growth polymerization']"
54,A character with this profession is raised by Urganda the Unknown and spends time on Poor Mountain,0,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,Joanot Martorell created a character with this profession in the novel Tirant lo Blanch,1,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,A character who seeks entry into this profession offers to keep an all-night vigil in a chapel during a conversation with a befuddled landlord,2,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,"Amadís of Gaul centers on a character with this profession, who is idolized by a man claiming to have the helmet of Mambrino",3,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,A barber and other characters burn a library of books about characters with this profession,4,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,Samson Carrasco pretends to have this profession and defeats a character who rides the horse Rocinante,5,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
54,"For 10 points, Don Quixote madly believes he has what chivalrous profession?",6,"['Knight', 'knight errant', 'knight', 'any specific titles such as Knight of the White Moon', 'caballero', 'Knight of the Wood', 'knights', 'caballero andante', 'cavaller']"
55,"A militia largely consisting of members of this ethnicity recently captured the world's largest supply of coltan, leading some to accuse Apple of war profiteering",0,"['Tutsi', 'Tutsis']"
55,The FDLR opposes a militia that is largely made up of people of this ethnic group,1,"['Tutsi', 'Tutsis']"
55,"In 2012, members of a militia largely made up of this ethnicity captured Goma; after losing it, that same militia encircled the same city in 2024",2,"['Tutsi', 'Tutsis']"
55,The M23 militia is largely composed of members of this ethnic group in the DRC and is supposedly supported by Paul Kagame,3,"['Tutsi', 'Tutsis']"
55,"Kwibuka is a day of national remembrance for members of this ethnic group killed after an order to ""cut down the tall trees",4,"['Tutsi', 'Tutsis']"
55,""" For 10 points, name this ethnic group that was the target of a 1994 genocide led by the Hutus in Rwanda",5,"['Tutsi', 'Tutsis']"
56,This thinker described three captive Fuegians who were trained in Western manners but abandoned them on their return home,0,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,"Observations of spandrels were used to critique this thinker in the article ""Why Pigs Don't Have Wings",1,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,""" Massimo Piatelli- Palmarini and Jerry Fodor co-wrote a book entitled What [this thinker] Got Wrong",2,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,Michael Behe critiqued this thinker with the argument from irreducible complexity,3,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,"Daniel Dennett contrasted ""cranes"" with ""skyhooks"" and called this thinker's worldview a ""universal acid"" in a book on his ""Dangerous Idea",4,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,""" Herbert Spencer analyzed society through the lens of the struggle for survival described by this thinker",5,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
56,"For 10 points, name this thinker who developed the theory of evolution by natural selection",6,"['Darwin', 'What Darwin Got Wrong', 'social Darwinism', ""Darwin's Dangerous Idea"", 'Charles Darwin']"
57,"K times r is much greater than one in this phenomenon's ""zone,"" so terms proportional to one over r squared are ignored",0,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,"It's not diffraction, but this phenomenon dominates in the far field",1,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,Objects producing this phenomenon slow via a reaction force named for Abraham and Lorentz,2,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,The power of this phenomenon is proportional to charge squared times acceleration squared by the Larmor formula,3,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,Applying curl-of-curl identities to Faraday's and Ampère's Laws yields two equations describing this phenomenon,4,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,One over the square root of mu nought epsilon nought equals this phenomenon's speed of propagation,5,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,"This phenomenon exerts a ""pressure"" harnessed by solar sails",6,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
57,"For 10 points, name this phenomenon in which the E and B fields carry energy",7,"['radiation', 'radiation zone', 'electromagnetic waves', 'light', 'electromagnetic radiation', 'radiation reaction force', 'radiation pressure']"
58,"In a story by this author, a ""girl with a pinafore"" passes Henry a telegram that ""spans a web of darkness over the cottage"" he rents with Edna",0,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
58,The shunned Kelvey children are shown a lamp in a dollhouse by this author's recurring character Kezia,1,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
58,"This author of Something Childish and Other Stories wrote about a girl who apologizes for her hat after seeing a ""wonderful, beautiful"" sleeping face in the house she runs out of",2,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
58,"In that story by this author, the protagonist is told to place a marquee ""bang slap in the eye",3,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
58,""" Godber's man delivers cream puffs in a story by this author about a girl who carries a basket of leftovers to a newly widowed woman",4,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
58,"Laura stammers ""Isn't life—"" in a story by, for 10 points, what New Zealand-born author of ""The Garden Party""?",5,"['Mansfield', 'Murry', 'Katherine Mansfield', 'Katherine Mansfield Murry', 'Beauchamp', 'Katherine Mansfield Beauchamp']"
59,"Before getting beheaded, one member of this family had his beard plucked out with a pair of tweezers that he had sent one ruler as a taunt of femininity",0,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
59,That man from this family was captured at the Battle of Wofla by the forces of Ahmad Gragn,1,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
59,A member of this family cut off the lips of a priest and sewed dog ears to his head during negotiations over expelling Muslims,2,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
59,"The Adal invasion of Ethiopia was repelled with the aid of 400 musketeers under a member of this family, whose father looted the ship Miri and killed over 300 pilgrims",3,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
59,"At Malindi, an explorer from this family erected a padrão before sailing to Calicut",4,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
59,"For 10 points, give this Portuguese family, whose member Vasco was the first European to reach India by sea",5,"['Cristóvão da Gama', 'Vasco da Gama', 'da Gama family', 'da Gama']"
60,"A solo for this non-brass instrument makes up the final variation of the third movement of Haydn's ""Hornsignal"" symphony",0,"['double bass', 'bass', 'contrabass']"
60,A player of this instrument who conducted the premiere of Aida featured it in a Concerto Bravura and wrote a Grand Duo Concertante based on Bellini's I Puritani for two of them,1,"['double bass', 'bass', 'contrabass']"
60,"The oldest-known concerti for this instrument use its ""Viennese tuning"" based on the D major triad and are by Carl Ditters von Dittersdorf",2,"['double bass', 'bass', 'contrabass']"
60,"Giovanni Bottesini played this instrument, which replaces the second violin in Schubert's Trout Quintet",3,"['double bass', 'bass', 'contrabass']"
60,"This instrument may be a member of the viol family because when it does not have a low C extension, it is tuned in fourths",4,"['double bass', 'bass', 'contrabass']"
60,"For 10 points, name this string instrument pitched lower than a cello",5,"['double bass', 'bass', 'contrabass']"
61,The trial of the cross-dressing sex worker John Rykener fuelled this movement's charges of clerical sodomy,0,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,A bishop compared this movement's teachings to an earthquake that interrupted a synod convened to address it,1,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,"Members of this movement nailed their ""Twelve Conclusions"" to church doors and presented them before Parliament",2,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,"Henry V ordered John Oldcastle burned at the stake for leading a revolt by members of this movement, which opposed transubstantiation",3,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,"The name for this movement may have come from the Middle Dutch word for ""mumbler",4,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,""" While at Oxford, this movement's leader may have overseen the translation of the Middle English Bible, which bears his name",5,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
61,"For 10 points, name this Christian reformist movement in England led by John Wycliffe",6,"['Wycliffite', 'Lollards', 'Lollardism', 'Wycliffites', 'Lollard', 'Lollardy']"
62,"The word ""SAVE"" features prominently in a photograph of one of these businesses in Santa Fe in Robert Frank's The Americans",0,"['service station', 'filling station', 'gas', 'gas station']"
62,Paul Cadmus designed the costumes and sets for a 1937 ballet titled for one of these businesses with music by Virgil Thomson,1,"['service station', 'filling station', 'gas', 'gas station']"
62,Fire codes prevented Frank Lloyd Wright from adding a unique feature to the cantilevered copper roof of one of these buildings named for R,2,"['service station', 'filling station', 'gas', 'gas station']"
62,W,3,"['service station', 'filling station', 'gas', 'gas station']"
62,"Lindholm in Cloquet, Minnesota",4,"['service station', 'filling station', 'gas', 'gas station']"
62,Twenty-six of these businesses title the first photobook by Ed Ruscha,5,"['service station', 'filling station', 'gas', 'gas station']"
62,"In an Edward Hopper painting, a red Pegasus features on a logo for one of these businesses along a desolate road",6,"['service station', 'filling station', 'gas', 'gas station']"
62,"For 10 points, a scene from No Country for Old Men features Anton Chigurh flipping a coin at an example of what type of business named for Texaco?",7,"['service station', 'filling station', 'gas', 'gas station']"
63,Description acceptable,0,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,"During the Islamic Golden Age, al-Buruni performed this act at the top of a mountain, though he could not improve upon the work of the al-Ma'mun expedition a century earlier",1,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,Strabo and Pliny the Elder differ in recounting how Posidonius performed this act using the star Canopus,2,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,"The work of bematists informed one instance of this act, which centered on inaccurate information of Syene being exactly at the Tropic of Cancer",3,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,One instance of this act was inspired by observations of a gnomon,4,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,"A distance of 5,000 stadia to Alexandria factored into Eratosthenes's remarkably accurate instance of this act",5,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
63,"For 10 points, identify this task of calculating the value of pi times the Earth's diameter",6,"['equivalents for measuring like calculating', 'distance around the Earth', 'calculating', ""measuring Earth's circumference"", 'estimating', 'distance around the Earth in place of circumference']"
64,"It's not digesting cellulose, but some termites can perform this process using Treponema endosymbionts",0,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
64,"In some filamentous species, this process is spatially separated into cells that have a hydrophobic glyco•lipid membrane to keep out oxygen",1,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
64,This process occurs in differentiated anaerobic cells called hetero•cysts,2,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
64,"When flavonoids are detected, lipo•poly•saccharides known as Nod factors are secreted to allow this process to begin in certain structures that contain leg•hemoglobin",3,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
64,An enzyme with the cofactor FeMoCo performs this process in diazotrophic organisms such as rhizobia,4,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
64,"A limiting nutrient is freed by breaking a triple bond in, for 10 points, what process performed in the root nodules of legumes?",5,"['nitrogen', 'fix nitrogen', 'nitrogen fix', 'nitrogen fixation', 'fixing nitrogen', 'fix']"
65,The 400th anniversary of a cult of this deity is commemorated on the Year 400 Stela from the 19th Dynasty,0,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,"Michael Aquino, who was formerly in the Church of Satan, founded an occult religion named for worshiping this deity",1,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,"The New Kingdom pharaoh who succeeded Ramses I had a name that directly translated to ""man of"" this deity",2,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,"With no clear animal equivalent, this god's totemic animal is simply named [this god]-animal",3,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,"This is the older of two deities who names a story about his Contendings with his nephew, in which this deity loses a boat race",4,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,This god of Upper Egypt was viewed as an agent of chaos,5,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
65,"For 10 points, name this deity who opposed his nephew Horus after killing and usurping his brother Osiris",6,"['Temple of Set', 'Seth', 'Set animal', 'Set']"
66,"A character in this story quotes Ptolemy's Almagest to say, ""Whosoever will not be warned by other men, by him shall other men be corrected",0,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
66,""" This story relates the tale of Midas to illustrate how it is tough for women to keep a secret",1,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
66,"A character in this story wins a favorable agreement through ""mastery"" and ""violence"" after tearing three pages from her husband's book and winning a fight that leaves her deaf in one ear",2,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
66,A newly married man in this story ponders if it is better to have a bride who is old and loyal or young and unfaithful,3,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
66,"In this story, a knight in King Arthur's court is given a reprieve from execution to determine what women most desire",4,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
66,"For 10 points, name this Canterbury Tale narrated by a woman who married five times",5,"[""The Wife of Bath's Prologue"", ""The Wife of Bath's Tale"", 'Wife of Bath']"
67,"The Brauroneion was a sanctuary to this deity in the Athenian Acropolis, which contained a statue of this deity around which women would drape clothing for aid",0,['Artemis']
67,This deity's epithet of Orthia names a sanctuary that contained an artifact that Orestes and Iphigenia allegedly stole from the Tauric land,1,['Artemis']
67,Young boys were whipped as they tried to collect cheese piled on an altar to this deity in Sparta,2,['Artemis']
67,"A version of this deity, viewed as an Anatolian goddess, was worshiped at a grand Temple along the coast of Ionia",3,['Artemis']
67,The Ephesian form of this deity was worshiped at a temple included in Antipater's list of the Seven Ancient Wonders,4,['Artemis']
67,"For 10 points, name this virgin Greek goddess of the hunt",5,['Artemis']
68,This person commissioned several paintings on the theme of Jerusalem Delivered for the ground floor of their apartment,0,"[""Marie de' Medici""]"
68,This person wears black and is gifted an orb of leadership on the right side of a painting in which they are advised by Prudence and Minerva,1,"[""Marie de' Medici""]"
68,"In another painting, this person is given a laurel crown as a symbol of concordia as they reconcile with their son in heaven",2,"[""Marie de' Medici""]"
68,"Jupiter and Juno watch on a cloud from above as this person's portrait is presented to their future husband, who also appears in black armor as this woman walks across a red carpet from a ship to the title city in The Disembarkation at Marseilles",3,"[""Marie de' Medici""]"
68,"For 10 points, name this French queen who commissioned a namesake cycle of 24 paintings from Peter Paul Rubens",4,"[""Marie de' Medici""]"
69,Astronomers from this empire studied five canons that included the Doctrine of the Romans and were studied by the scholar al-Biruni,0,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,A lunar calendar that begins in 57 BC was supposedly created by a legendary king of this empire who defeated the Shakas and based his capital in Ujjain,1,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,"James Legge translated the Foguoji, which details the journey taken to this empire's capital by the monk Faxian",2,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,"The invention of zero is often credited to Aryabhata, who lived in this empire",3,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,"The monk Xuanzang visited the lands of this empire after it was invaded by the Hephthalites, or White Huns",4,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,"This empire's ""golden age"" included the patronage of Kālidāsa and ran from the fourth to the sixth century CE",5,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
69,"For 10 points, name this Indian empire that succeeded the Mauryans",6,"['Gupta Empire', 'Gupta dynasty', 'Gupta']"
